Season,Week Number,Day of Week,Gametime Local,Arrests
2015,2,Sunday,1:00:00 PM,0.0
2015,3,Sunday,1:00:00 PM,0.0
2015,7,Sunday,8:30:00 PM,4.0
2015,9,Sunday,1:00:00 PM,2.0
2015,11,Sunday,1:00:00 PM,3.0
2015,14,Sunday,1:00:00 PM,0.0
2015,17,Sunday,4:25:00 PM,3.0
2015,2,Sunday,1:00:00 PM,1.0
2015,4,Sunday,1:00:00 PM,1.0
2015,5,Sunday,1:00:00 PM,1.0
2015,12,Sunday,1:00:00 PM,0.0
2015,14,Sunday,1:00:00 PM,0.0
2015,17,Sunday,1:00:00 PM,0.0
2015,1,Sunday,7:30:00 PM,13.0
2015,3,Sunday,12:00:00 PM,3.0
2015,5,Sunday,3:25:00 PM,7.0
2015,8,Sunday,3:25:00 PM,8.0
2015,9,Sunday,7:30:00 PM,8.0
2015,17,Sunday,12:00:00 PM,1.0
2015,1,Sunday,2:25:00 PM,3.0
2015,4,Sunday,2:25:00 PM,2.0
2015,8,Sunday,6:30:00 PM,0.0
2015,10,Sunday,2:25:00 PM,4.0
2015,12,Sunday,6:30:00 PM,3.0
2015,14,Sunday,2:05:00 PM,3.0
2015,17,Sunday,2:25:00 PM,0.0
2015,2,Sunday,7:30:00 PM,13.0
2015,5,Sunday,12:00:00 PM,4.0
2015,6,Sunday,3:25:00 PM,13.0
2015,10,Sunday,12:00:00 PM,8.0
2015,14,Sunday,3:25:00 PM,5.0
2015,17,Sunday,7:30:00 PM,11.0
2015,1,Sunday,12:00:00 PM,1.0
2015,3,Sunday,12:00:00 PM,1.0
2015,8,Sunday,12:00:00 PM,0.0
2015,11,Sunday,12:00:00 PM,1.0
2015,12,Sunday,12:00:00 PM,1.0
2015,14,Sunday,7:30:00 PM,0.0
2015,17,Sunday,12:00:00 PM,0.0
2015,4,Sunday,1:00:00 PM,0.0
2015,6,Sunday,8:30:00 PM,2.0
2015,7,Sunday,1:00:00 PM,0.0
2015,9,Sunday,4:25:00 PM,2.0
2015,12,Sunday,1:00:00 PM,0.0
2015,15,Sunday,1:00:00 PM,3.0
2015,17,Sunday,1:00:00 PM,1.0
2015,1,Sunday,1:00:00 PM,1.0
2015,2,Sunday,4:05:00 PM,2.0
2015,6,Sunday,1:00:00 PM,0.0
2015,12,Sunday,1:00:00 PM,0.0
2015,14,Sunday,1:00:00 PM,2.0
2015,15,Sunday,1:00:00 PM,2.0
2015,5,Sunday,12:00:00 PM,0.0
2015,7,Sunday,12:00:00 PM,1.0
2015,12,Sunday,12:00:00 PM,0.0
2015,14,Sunday,12:00:00 PM,1.0
2015,16,Sunday,12:00:00 PM,0.0
2015,17,Sunday,3:25:00 PM,2.0
2015,3,Sunday,4:25:00 PM,5.0
2015,7,Sunday,1:00:00 PM,1.0
2015,11,Sunday,1:00:00 PM,1.0
2015,13,Sunday,1:00:00 PM,2.0
2015,16,Sunday,1:00:00 PM,0.0
2015,17,Sunday,1:00:00 PM,1.0
2015,3,Sunday,1:00:00 PM,0.0
2015,7,Sunday,1:00:00 PM,3.0
2015,9,Sunday,1:00:00 PM,2.0
2015,13,Sunday,4:25:00 PM,3.0
2015,15,Sunday,1:00:00 PM,2.0
2015,2,Sunday,1:00:00 PM,18.0
2015,5,Sunday,8:30:00 PM,26.0
2015,7,Sunday,4:25:00 PM,35.0
2015,10,Sunday,4:25:00 PM,22.0
2015,13,Sunday,1:00:00 PM,39.0
2015,15,Sunday,1:00:00 PM,31.0
2015,17,Sunday,1:00:00 PM,14.0
2015,1,Sunday,1:00:00 PM,7.0
2015,3,Sunday,1:00:00 PM,26.0
2015,6,Sunday,1:00:00 PM,28.0
2015,9,Sunday,1:00:00 PM,15.0
2015,12,Sunday,1:00:00 PM,27.0
2015,14,Sunday,1:00:00 PM,30.0
2015,16,Sunday,1:00:00 PM,32.0
2015,1,Sunday,1:25:00 PM,11.0
2015,2,Sunday,1:05:00 PM,18.0
2015,5,Sunday,1:25:00 PM,21.0
2015,8,Sunday,1:05:00 PM,16.0
2015,10,Sunday,1:05:00 PM,22.0
2015,13,Sunday,1:05:00 PM,19.0
2015,15,Sunday,1:05:00 PM,15.0
2015,2,Sunday,4:25:00 PM,5.0
2015,5,Sunday,1:00:00 PM,0.0
2015,10,Sunday,1:00:00 PM,2.0
2015,11,Sunday,1:00:00 PM,0.0
2015,14,Sunday,1:00:00 PM,1.0
2015,15,Sunday,8:30:00 PM,5.0
2015,2,Sunday,1:00:00 PM,4.0
2015,6,Sunday,1:00:00 PM,8.0
2015,8,Sunday,1:00:00 PM,3.0
2015,9,Sunday,1:00:00 PM,8.0
2015,10,Sunday,1:00:00 PM,7.0
2015,13,Sunday,8:30:00 PM,3.0
2015,15,Sunday,4:25:00 PM,5.0
2015,1,Sunday,1:25:00 PM,18.0
2015,4,Sunday,1:05:00 PM,14.0
2015,7,Sunday,1:05:00 PM,13.0
2015,11,Sunday,1:05:00 PM,8.0
2015,13,Sunday,1:05:00 PM,14.0
2015,15,Sunday,1:25:00 PM,36.0
2015,4,Sunday,1:25:00 PM,14.0
2015,6,Sunday,1:25:00 PM,24.0
2015,9,Sunday,1:05:00 PM,22.0
2015,12,Sunday,1:05:00 PM,12.0
2015,15,Sunday,1:25:00 PM,9.0
2015,17,Sunday,1:25:00 PM,18.0
2015,3,Sunday,1:25:00 PM,0.0
2015,6,Sunday,1:05:00 PM,1.0
2015,10,Sunday,5:30:00 PM,1.0
2015,11,Sunday,1:25:00 PM,0.0
2015,12,Sunday,1:25:00 PM,0.0
2015,15,Sunday,1:05:00 PM,0.0
2015,16,Sunday,1:25:00 PM,0.0
2015,1,Sunday,4:25:00 PM,1.0
2015,4,Sunday,1:00:00 PM,0.0
2015,5,Sunday,1:00:00 PM,1.0
2015,9,Sunday,4:05:00 PM,0.0
2015,10,Sunday,1:00:00 PM,1.0
2015,13,Sunday,1:00:00 PM,0.0
2015,14,Sunday,1:00:00 PM,1.0
2015,16,Sunday,1:00:00 PM,1.0
2015,3,Sunday,12:00:00 PM,8.0
2015,5,Sunday,12:00:00 PM,3.0
2015,6,Sunday,12:00:00 PM,3.0
2015,7,Sunday,12:00:00 PM,4.0
2015,10,Sunday,12:00:00 PM,7.0
2015,12,Sunday,12:00:00 PM,0.0
2015,13,Sunday,12:00:00 PM,0.0
2015,16,Sunday,12:00:00 PM,12.0
2015,1,Sunday,1:00:00 PM,0.0
2015,2,Sunday,1:00:00 PM,0.0
2015,4,Sunday,1:00:00 PM,1.0
2015,7,Sunday,1:00:00 PM,2.0
2015,10,Sunday,1:00:00 PM,2.0
2015,12,Sunday,1:00:00 PM,2.0
2015,15,Sunday,1:00:00 PM,1.0
2015,14,Thursday,6:30:00 PM,0.0
2015,9,Thursday,8:25:00 PM,0.0
2015,12,Thursday,3:30:00 PM,5.0
2015,12,Thursday,7:30:00 PM,2.0
2015,5,Thursday,7:25:00 PM,0.0
2015,11,Thursday,8:25:00 PM,1.0
2015,2,Thursday,7:30:00 PM,2.0
2015,1,Thursday,8:30:00 PM,4.0
2015,8,Thursday,8:25:00 PM,6.0
2015,3,Thursday,8:25:00 PM,24.0
2015,10,Thursday,8:25:00 PM,44.0
2015,16,Thursday,5:25:00 PM,10.0
2015,4,Thursday,8:30:00 PM,1.0
2015,7,Thursday,5:25:00 PM,18.0
